product_id,product_name,category,brand,unit_cost,supplier,product_rating,list_price
20032,Product_20032,Fashion,Zen,20290.56,Supplier_77,4.0,41223.38
20033,Product_20033,Pet Supplies,Apex,1763.31,Supplier_44,4.0,2232.71
20034,Product_20034,Books,Apex,19511.52,Supplier_11,4.1,30337.76
20035,Product_20035,Books,EcoLife,16277.61,Supplier_92,3.7,28672.72
20036,Product_20036,Grocery,CloudNine,2335.78,Supplier_36,3.8,4954.07
20037,Product_20037,Footwear,EcoLife,15176.68,Supplier_132,3.8,27486.57
20038,Product_20038,Health & Wellness,CloudNine,18795.01,Supplier_120,3.8,26952.51
20039,Product_20039,Electronics,ProGear,5010.14,Supplier_65,3.8,5924.4
20040,Product_20040,Kitchen,Vision,10929.3,Supplier_70,2.8,15817.26
20041,Product_20041,Garden,Vision,13607.91,Supplier_143,4.1,19344.6
20042,Product_20042,Travel,Elite,10387.5,Supplier_4,3.7,20397.43
20043,Product_20043,Grocery,FreshCart,21912.52,Supplier_57,3.0,33041.5
20044,Product_20044,Travel,Apex,4305.69,Supplier_10,3.8,5258.98
20045,Product_20045,Fashion,EcoLife,19311.73,Supplier_21,3.8,38933.93
20046,Product_20046,Fashion,HomeMax,19474.47,Supplier_138,4.7,22173.55
20047,Product_20047,Beauty,Elite,11255.95,Supplier_16,3.7,12641.55
20048,Product_20048,Electronics,Urban,13533.0,Supplier_144,4.4,21774.54
20049,Product_20049,Footwear,FreshCart,3923.7,Supplier_118,4.8,4674.29
20050,Product_20050,Travel,StyleHub,4959.42,Supplier_97,3.7,6459.22
20051,Product_20051,Office Supplies,Elite,13338.45,Supplier_112,4.0,28475.5
20052,Product_20052,Beauty,ProGear,5694.55,Supplier_28,5.0,11330.42
20053,Product_20053,Beauty,TechPro,20180.99,Supplier_18,4.1,38484.32
20054,Product_20054,Beauty,FreshCart,15443.83,Supplier_56,4.2,27967.49
20055,Product_20055,Home Appliances,Apex,1508.81,Supplier_115,3.8,1764.18
20056,Product_20056,Furniture,Nova,9011.13,Supplier_46,4.4,17850.92
20057,Product_20057,Gaming,StyleHub,21474.81,Supplier_27,4.0,34474.03
20058,Product_20058,Jewelry,TechPro,7008.36,Supplier_118,3.0,8559.1
20059,Product_20059,Jewelry,Prime,18020.98,Supplier_96,3.8,25765.92
20060,Product_20060,Footwear,CloudNine,2435.62,Supplier_81,3.3,3987.18
20061,Product_20061,Travel,Nova,23270.29,Supplier_62,4.1,26390.96
20062,Product_20062,Furniture,EcoLife,11288.71,Supplier_117,3.5,15578.33
20063,Product_20063,Gaming,Urban,12339.98,Supplier_111,4.3,18090.43
20064,Product_20064,Toys,Zen,14288.77,Supplier_55,4.0,22829.24
20065,Product_20065,Beauty,Urban,9149.47,Supplier_20,3.3,10266.08
20066,Product_20066,Office Supplies,TechPro,18159.6,Supplier_131,3.7,30915.01
20067,Product_20067,Sports,Vision,463.13,Supplier_21,4.3,612.98
20068,Product_20068,Footwear,Zen,4138.89,Supplier_65,4.6,7181.67
20069,Product_20069,Jewelry,Vision,4801.64,Supplier_135,3.5,6560.6
20070,Product_20070,Health & Wellness,HomeMax,15919.97,Supplier_63,3.4,24433.97
20071,Product_20071,Kitchen,ProGear,22275.96,Supplier_125,5.0,39257.8
20072,Product_20072,Books,HomeMax,1684.63,Supplier_74,4.0,3026.05
20073,Product_20073,Beauty,TechPro,21326.22,Supplier_112,4.1,24557.43
20074,Product_20074,Sports,StyleHub,20505.89,Supplier_89,3.6,34267.94
20075,Product_20075,Travel,Vision,2007.98,Supplier_43,4.1,3937.93
20076,Product_20076,Grocery,HomeMax,3666.39,Supplier_135,4.9,4885.89
20077,Product_20077,Gaming,Elite,8816.13,Supplier_71,4.1,14704.85
20078,Product_20078,Home Appliances,StyleHub,2955.27,Supplier_69,4.6,4672.41
20079,Product_20079,Furniture,Zen,18981.32,Supplier_99,4.0,37875.95
20080,Product_20080,Beauty,Nova,12651.33,Supplier_140,3.4,19886.95
20081,Product_20081,Electronics,TechPro,10328.04,Supplier_131,3.6,21607.87
20082,Product_20082,Travel,Nova,18151.2,Supplier_60,3.4,32526.97
20083,Product_20083,Beauty,Nova,7393.09,Supplier_35,4.1,12555.13
20084,Product_20084,Home Appliances,TechPro,21801.13,Supplier_49,4.7,30972.37
20085,Product_20085,Kitchen,Zen,16383.77,Supplier_40,4.1,28416.36
20086,Product_20086,Gaming,Elite,8727.98,Supplier_45,3.8,10955.22
20087,Product_20087,Gaming,Vision,13542.83,Supplier_65,3.6,20974.21
20088,Product_20088,Home Appliances,ProGear,6560.27,Supplier_4,4.2,9269.4
20089,Product_20089,Office Supplies,EcoLife,24626.02,Supplier_80,3.3,44582.57
20090,Product_20090,Grocery,Prime,10946.55,Supplier_128,3.4,20874.15
20091,Product_20091,Pet Supplies,FreshCart,22429.68,Supplier_65,4.5,46574.96
20092,Product_20092,Kitchen,StyleHub,24452.71,Supplier_12,3.8,32980.93
20093,Product_20093,Health & Wellness,HomeMax,13441.23,Supplier_59,3.8,27303.08
20094,Product_20094,Pet Supplies,SmartOne,18276.89,Supplier_51,3.9,36395.32
20095,Product_20095,Travel,Apex,14348.94,Supplier_90,4.4,28817.04
20096,Product_20096,Home Appliances,StyleHub,2380.03,Supplier_38,4.1,4480.86
20097,Product_20097,Health & Wellness,SmartOne,23815.21,Supplier_46,3.6,33240.15
20098,Product_20098,Home Appliances,Vision,11470.25,Supplier_112,3.6,23218.18
20099,Product_20099,Garden,StyleHub,22362.17,Supplier_27,3.9,38855.05
20100,Product_20100,Kitchen,CloudNine,16424.57,Supplier_140,4.2,30924.67
20101,Product_20101,Furniture,CloudNine,2719.25,Supplier_45,4.0,3620.45
20102,Product_20102,Footwear,Prime,10484.62,Supplier_123,3.9,13442.68
20103,Product_20103,Travel,Prime,4976.62,Supplier_13,4.0,6992.93
20104,Product_20104,Kitchen,StyleHub,4329.51,Supplier_48,4.0,7129.46
20105,Product_20105,Fashion,FreshCart,17905.71,Supplier_57,3.6,27738.16
20106,Product_20106,Pet Supplies,StyleHub,847.5,Supplier_69,4.6,1724.02
20107,Product_20107,Health & Wellness,Urban,24156.9,Supplier_14,3.7,27379.65
20108,Product_20108,Mobile Accessories,EcoLife,11303.09,Supplier_38,4.1,13591.4
20109,Product_20109,Footwear,CloudNine,12294.97,Supplier_132,2.9,17891.3
20110,Product_20110,Pet Supplies,Apex,7555.78,Supplier_139,3.9,9767.84
20111,Product_20111,Grocery,HomeMax,2231.84,Supplier_67,3.4,3434.7
20112,Product_20112,Electronics,SmartOne,14747.24,Supplier_18,3.5,27416.9
20113,Product_20113,Kitchen,TechPro,8684.39,Supplier_42,5.0,18612.56
20114,Product_20114,Travel,Nova,15639.41,Supplier_143,4.1,20771.28
20115,Product_20115,Automotive,Vision,13938.67,Supplier_138,4.7,19429.86
20116,Product_20116,Gaming,ProGear,5501.08,Supplier_123,4.5,10516.97
20117,Product_20117,Home Appliances,SmartOne,11595.18,Supplier_130,4.5,16235.7
20118,Product_20118,Jewelry,SmartOne,7770.77,Supplier_107,3.9,14336.0
20119,Product_20119,Kitchen,SmartOne,6069.13,Supplier_94,4.9,10444.93
20120,Product_20120,Gaming,Zen,19265.64,Supplier_117,4.5,38541.7
20121,Product_20121,Toys,Nova,396.47,Supplier_97,4.0,457.66
20122,Product_20122,Pet Supplies,CloudNine,6795.18,Supplier_51,4.1,14467.89
20123,Product_20123,Home Appliances,Urban,13324.03,Supplier_97,3.9,28156.05
20124,Product_20124,Electronics,FreshCart,11956.04,Supplier_45,4.0,13666.46
20125,Product_20125,Health & Wellness,EcoLife,23510.12,Supplier_94,4.0,38427.17
20126,Product_20126,Electronics,EcoLife,21107.07,Supplier_58,4.2,32367.04
20127,Product_20127,Travel,Nova,18814.91,Supplier_74,5.0,25998.22
20128,Product_20128,Electronics,CloudNine,12900.55,Supplier_28,3.3,27441.54
20129,Product_20129,Jewelry,StyleHub,10779.78,Supplier_144,4.6,14011.97
20130,Product_20130,Books,FreshCart,1010.58,Supplier_112,3.8,1406.18
20131,Product_20131,Kitchen,ProGear,20559.54,Supplier_17,4.7,23200.82
20132,Product_20132,Kitchen,Apex,10824.75,Supplier_72,3.8,18592.91
20133,Product_20133,Sports,CloudNine,8092.09,Supplier_69,4.2,16237.77
20134,Product_20134,Books,EcoLife,15205.2,Supplier_133,3.9,26769.82
20135,Product_20135,Toys,Apex,18878.03,Supplier_114,3.0,33813.49
20136,Product_20136,Jewelry,EcoLife,13123.98,Supplier_132,5.0,15595.36
20137,Product_20137,Health & Wellness,SmartOne,3824.62,Supplier_71,3.5,7099.46
20138,Product_20138,Sports,SmartOne,23049.0,Supplier_24,4.0,35524.84
20139,Product_20139,Grocery,Zen,2909.95,Supplier_109,3.4,4678.98
20140,Product_20140,Electronics,CloudNine,24242.33,Supplier_33,3.3,41759.01
20141,Product_20141,Office Supplies,Urban,11117.68,Supplier_96,3.9,23620.9
20142,Product_20142,Fashion,StyleHub,23670.92,Supplier_62,3.7,44752.92
20143,Product_20143,Sports,FreshCart,22874.78,Supplier_53,3.4,41733.78
20144,Product_20144,Gaming,Prime,10216.05,Supplier_18,4.0,15986.58
20145,Product_20145,Office Supplies,HomeMax,20020.63,Supplier_121,3.2,23133.52
20146,Product_20146,Beauty,StyleHub,2335.34,Supplier_104,4.1,3911.33
20147,Product_20147,Books,ProGear,2160.08,Supplier_52,3.9,3889.67
20148,Product_20148,Beauty,ProGear,8963.32,Supplier_111,2.6,16540.15
20149,Product_20149,Kitchen,ProGear,15283.65,Supplier_148,3.7,26687.05
20150,Product_20150,Furniture,TechPro,332.09,Supplier_109,4.3,474.68
20151,Product_20151,Gaming,StyleHub,12927.86,Supplier_143,3.4,17422.39
20152,Product_20152,Gaming,Nova,24393.61,Supplier_71,4.3,29584.49
20153,Product_20153,Footwear,FreshCart,21475.29,Supplier_57,4.2,39598.64
20154,Product_20154,Fashion,Zen,5888.52,Supplier_127,3.4,12483.13
20155,Product_20155,Toys,StyleHub,13248.91,Supplier_100,4.0,22003.43
20156,Product_20156,Kitchen,Vision,4368.08,Supplier_91,4.5,7920.98
20157,Product_20157,Kitchen,ProGear,6655.18,Supplier_97,3.5,12201.48
20158,Product_20158,Electronics,Prime,23082.72,Supplier_150,3.9,29690.97
20159,Product_20159,Health & Wellness,ProGear,24944.68,Supplier_104,4.6,32866.0
20160,Product_20160,Mobile Accessories,TechPro,6139.77,Supplier_123,3.5,8193.05
20161,Product_20161,Beauty,HomeMax,5380.49,Supplier_6,4.3,11195.87
20162,Product_20162,Health & Wellness,Prime,9658.1,Supplier_109,3.4,10972.06
20163,Product_20163,Travel,Vision,11201.82,Supplier_48,3.9,18789.98
20164,Product_20164,Kitchen,StyleHub,2322.29,Supplier_19,4.2,3503.16
20165,Product_20165,Furniture,Prime,3777.95,Supplier_42,2.7,6797.03
20166,Product_20166,Jewelry,Apex,10678.2,Supplier_125,3.7,14384.68
20167,Product_20167,Electronics,Vision,5961.97,Supplier_123,4.2,12579.79
20168,Product_20168,Fashion,Prime,21138.88,Supplier_46,4.1,30887.11
20169,Product_20169,Home Appliances,StyleHub,18813.51,Supplier_29,3.7,39013.66
20170,Product_20170,Gaming,Vision,13454.83,Supplier_63,3.4,23234.83
20171,Product_20171,Grocery,Elite,10872.47,Supplier_50,4.3,16818.57
20172,Product_20172,Automotive,Apex,20791.6,Supplier_70,3.8,39003.01
20173,Product_20173,Office Supplies,Zen,4233.28,Supplier_118,4.3,7152.79
20174,Product_20174,Gaming,Apex,22195.96,Supplier_50,4.2,28027.73
20175,Product_20175,Gaming,Elite,1322.03,Supplier_27,3.8,2439.97
20176,Product_20176,Furniture,EcoLife,23092.52,Supplier_17,4.6,39647.06
20177,Product_20177,Grocery,CloudNine,3556.37,Supplier_103,3.7,6055.13
20178,Product_20178,Sports,Nova,20321.27,Supplier_30,4.7,38209.88
20179,Product_20179,Office Supplies,Vision,549.32,Supplier_33,4.7,984.98
20180,Product_20180,Beauty,Nova,20395.45,Supplier_121,4.6,30536.68
20181,Product_20181,Fashion,Prime,14643.36,Supplier_14,3.9,21204.22
20182,Product_20182,Office Supplies,HomeMax,573.95,Supplier_98,5.0,791.1
20183,Product_20183,Books,TechPro,19377.82,Supplier_2,4.1,33182.57
20184,Product_20184,Health & Wellness,TechPro,2628.78,Supplier_142,4.1,3756.22
20185,Product_20185,Grocery,Prime,13543.65,Supplier_108,4.0,16848.72
20186,Product_20186,Books,EcoLife,8366.9,Supplier_124,3.4,16116.14
20187,Product_20187,Electronics,TechPro,19003.29,Supplier_100,4.7,25377.11
20188,Product_20188,Electronics,CloudNine,21345.22,Supplier_61,3.7,27531.56
20189,Product_20189,Electronics,ProGear,11660.49,Supplier_150,4.5,23256.51
20190,Product_20190,Furniture,HomeMax,18972.71,Supplier_118,4.6,34970.34
20191,Product_20191,Beauty,ProGear,22923.96,Supplier_14,4.3,43765.09
20192,Product_20192,Mobile Accessories,EcoLife,17261.09,Supplier_87,3.6,25561.45
20193,Product_20193,Furniture,StyleHub,8117.56,Supplier_82,3.8,14254.1
20194,Product_20194,Pet Supplies,Elite,11636.47,Supplier_43,2.5,24205.72
20195,Product_20195,Travel,EcoLife,5826.94,Supplier_69,3.9,8222.85
20196,Product_20196,Footwear,StyleHub,11514.37,Supplier_147,4.4,13713.97
20197,Product_20197,Garden,EcoLife,6222.67,Supplier_13,3.9,8064.61
20198,Product_20198,Home Appliances,ProGear,20200.52,Supplier_140,3.7,41297.75
20199,Product_20199,Electronics,ProGear,15286.94,Supplier_106,3.8,21554.23
20200,Product_20200,Grocery,EcoLife,15867.83,Supplier_17,4.7,25800.94
20201,Product_20201,Footwear,Apex,2845.56,Supplier_46,4.0,4753.81
20202,Product_20202,Mobile Accessories,SmartOne,136.36,Supplier_126,5.0,287.56
20203,Product_20203,Pet Supplies,HomeMax,19750.75,Supplier_106,3.7,28253.91
20204,Product_20204,Gaming,Elite,13603.43,Supplier_12,4.1,22541.33
20205,Product_20205,Footwear,Elite,23295.68,Supplier_23,3.8,49080.92
20206,Product_20206,Beauty,Nova,13477.26,Supplier_140,5.0,17889.51
20207,Product_20207,Health & Wellness,CloudNine,5445.5,Supplier_24,4.1,9452.42
20208,Product_20208,Garden,Elite,17492.07,Supplier_94,5.0,20737.11
20209,Product_20209,Footwear,Elite,17554.48,Supplier_150,3.8,24415.9
20210,Product_20210,Jewelry,StyleHub,1731.76,Supplier_25,4.8,2063.03
20211,Product_20211,Electronics,Zen,17371.91,Supplier_7,4.1,25363.98
20212,Product_20212,Automotive,SmartOne,5391.95,Supplier_123,4.5,7185.46
20213,Product_20213,Gaming,Elite,6437.56,Supplier_143,3.3,12504.11
20214,Product_20214,Books,HomeMax,882.23,Supplier_78,4.2,1409.18
20215,Product_20215,Kitchen,CloudNine,15721.57,Supplier_35,3.4,24166.41
20216,Product_20216,Jewelry,Urban,18320.06,Supplier_9,4.1,33582.37
20217,Product_20217,Kitchen,FreshCart,5839.24,Supplier_137,3.2,12236.8
20218,Product_20218,Jewelry,Nova,19834.22,Supplier_120,3.9,28374.63
20219,Product_20219,Travel,FreshCart,19074.58,Supplier_135,4.6,22674.98
20220,Product_20220,Electronics,CloudNine,10303.18,Supplier_119,4.3,12704.58
20221,Product_20221,Travel,Vision,1798.81,Supplier_65,3.3,3602.89
20222,Product_20222,Garden,SmartOne,7076.61,Supplier_73,3.0,14091.16
20223,Product_20223,Garden,HomeMax,4219.19,Supplier_58,4.3,6791.32
20224,Product_20224,Grocery,Elite,23974.57,Supplier_110,4.9,30497.39
20225,Product_20225,Automotive,Prime,20461.83,Supplier_16,3.5,34013.37
20226,Product_20226,Grocery,Zen,2051.57,Supplier_7,5.0,3710.21
20227,Product_20227,Pet Supplies,Prime,12885.15,Supplier_145,4.0,18840.71
20228,Product_20228,Sports,Zen,6745.47,Supplier_48,2.9,8128.25
20229,Product_20229,Beauty,StyleHub,899.74,Supplier_6,3.1,1306.06
20230,Product_20230,Jewelry,TechPro,8125.3,Supplier_101,4.4,14879.79
20231,Product_20231,Electronics,HomeMax,3276.87,Supplier_60,4.1,6972.26
20232,Product_20232,Grocery,Urban,5646.03,Supplier_35,4.8,7429.01
20233,Product_20233,Fashion,TechPro,8230.86,Supplier_66,3.3,16971.97
20234,Product_20234,Grocery,StyleHub,10281.37,Supplier_68,4.1,16350.68
20235,Product_20235,Sports,Urban,11764.22,Supplier_92,4.0,21212.24
20236,Product_20236,Mobile Accessories,CloudNine,13052.91,Supplier_140,3.9,26231.26
20237,Product_20237,Travel,Elite,9313.02,Supplier_133,3.8,15777.97
20238,Product_20238,Sports,Elite,12508.9,Supplier_125,3.8,14801.85
20239,Product_20239,Grocery,Nova,10504.68,Supplier_74,4.1,14640.92
20240,Product_20240,Home Appliances,StyleHub,24114.53,Supplier_84,4.2,46950.82
20241,Product_20241,Gaming,ProGear,1784.26,Supplier_20,4.1,3014.47
20242,Product_20242,Travel,TechPro,14690.19,Supplier_87,4.7,21432.2
20243,Product_20243,Books,Urban,4921.81,Supplier_101,3.3,8469.45
20244,Product_20244,Beauty,SmartOne,9448.4,Supplier_134,3.0,13195.89
20245,Product_20245,Books,Nova,13707.0,Supplier_7,4.6,18754.47
20246,Product_20246,Gaming,SmartOne,19019.26,Supplier_130,3.5,37529.66
20247,Product_20247,Fashion,HomeMax,24445.5,Supplier_78,3.8,37452.21
20248,Product_20248,Jewelry,Vision,12391.18,Supplier_14,3.7,17375.02
20249,Product_20249,Garden,Vision,6498.78,Supplier_150,3.7,10017.56
20250,Product_20250,Office Supplies,EcoLife,19810.22,Supplier_70,3.2,40972.53
20251,Product_20251,Travel,EcoLife,5617.15,Supplier_62,3.7,7337.19
20252,Product_20252,Garden,Nova,12745.23,Supplier_29,4.4,16706.27
20253,Product_20253,Mobile Accessories,CloudNine,21183.11,Supplier_12,4.0,31443.74
20254,Product_20254,Fashion,Prime,10154.58,Supplier_13,4.3,12005.27
20255,Product_20255,Home Appliances,CloudNine,13968.75,Supplier_41,3.7,16722.95
20256,Product_20256,Automotive,CloudNine,3076.8,Supplier_44,4.5,3480.81
20257,Product_20257,Sports,Vision,1493.6,Supplier_70,3.7,1897.73
20258,Product_20258,Electronics,ProGear,24658.43,Supplier_92,2.8,43882.12
20259,Product_20259,Automotive,Nova,4554.5,Supplier_149,4.2,6022.5
20260,Product_20260,Home Appliances,CloudNine,8455.17,Supplier_120,4.4,12759.9
20261,Product_20261,Sports,StyleHub,12666.65,Supplier_73,3.7,23392.17
20262,Product_20262,Grocery,TechPro,9424.34,Supplier_137,4.7,10864.17
20263,Product_20263,Travel,Vision,2523.74,Supplier_84,3.5,3370.03
20264,Product_20264,Jewelry,EcoLife,5003.16,Supplier_64,4.4,10735.6
20265,Product_20265,Kitchen,TechPro,12386.85,Supplier_33,5.0,21489.58
20266,Product_20266,Pet Supplies,Zen,11026.16,Supplier_64,4.0,19844.65
20267,Product_20267,Furniture,Prime,19975.03,Supplier_7,3.9,32989.35
20268,Product_20268,Footwear,Elite,7863.52,Supplier_23,3.9,16630.32
20269,Product_20269,Office Supplies,SmartOne,23513.85,Supplier_142,4.9,29830.28
20270,Product_20270,Health & Wellness,Zen,7141.98,Supplier_30,4.2,8494.63
20271,Product_20271,Electronics,Vision,8349.34,Supplier_86,5.0,16370.14
20272,Product_20272,Fashion,Vision,23737.9,Supplier_16,4.2,26686.6
20273,Product_20273,Fashion,Apex,21028.04,Supplier_91,3.6,35714.21
20274,Product_20274,Electronics,Apex,7992.5,Supplier_147,3.7,8963.23
20275,Product_20275,Jewelry,Urban,9942.59,Supplier_69,4.0,14702.03
20276,Product_20276,Mobile Accessories,Prime,21072.28,Supplier_20,2.9,37728.09
20277,Product_20277,Pet Supplies,FreshCart,2243.63,Supplier_4,3.7,3777.7
20278,Product_20278,Automotive,Apex,7437.44,Supplier_114,3.8,12618.79
20279,Product_20279,Office Supplies,FreshCart,13335.75,Supplier_16,4.1,17097.32
20280,Product_20280,Books,StyleHub,20739.71,Supplier_48,5.0,29524.53
20281,Product_20281,Gaming,Prime,14158.96,Supplier_127,4.0,26212.91
20282,Product_20282,Footwear,FreshCart,12295.49,Supplier_81,2.9,14065.99
20283,Product_20283,Automotive,Apex,24056.73,Supplier_131,3.5,41693.72
20284,Product_20284,Electronics,CloudNine,2998.62,Supplier_131,4.1,4955.45
20285,Product_20285,Pet Supplies,Nova,19523.64,Supplier_100,4.1,28783.23
20286,Product_20286,Automotive,SmartOne,3263.17,Supplier_141,4.9,4779.95
20287,Product_20287,Furniture,Zen,18347.4,Supplier_6,4.5,35647.45
20288,Product_20288,Pet Supplies,EcoLife,13622.93,Supplier_37,4.5,20617.72
20289,Product_20289,Gaming,FreshCart,6689.69,Supplier_42,3.9,8042.72
20290,Product_20290,Mobile Accessories,ProGear,13629.09,Supplier_137,4.6,28769.65
20291,Product_20291,Pet Supplies,Zen,21997.46,Supplier_94,3.5,27590.98
20292,Product_20292,Health & Wellness,Nova,11857.37,Supplier_38,4.5,23019.63
20293,Product_20293,Grocery,Zen,263.81,Supplier_32,3.8,299.26
20294,Product_20294,Kitchen,FreshCart,1509.48,Supplier_121,3.2,2257.17
20295,Product_20295,Office Supplies,StyleHub,15852.66,Supplier_129,4.3,26166.97
20296,Product_20296,Books,ProGear,16980.5,Supplier_3,4.8,19539.05
20297,Product_20297,Jewelry,StyleHub,10104.19,Supplier_55,3.8,18956.56
20298,Product_20298,Electronics,StyleHub,6145.23,Supplier_81,4.9,8532.03
20299,Product_20299,Garden,Nova,17927.57,Supplier_36,3.1,30071.77
20300,Product_20300,Garden,Nova,7673.61,Supplier_109,3.3,14856.86
20301,Product_20301,Fashion,Vision,1942.89,Supplier_114,3.9,3358.96
20302,Product_20302,Books,Urban,10299.3,Supplier_126,3.8,16368.49
20303,Product_20303,Fashion,TechPro,13524.55,Supplier_118,3.6,19829.64
20304,Product_20304,Grocery,TechPro,24144.16,Supplier_127,4.1,28163.16
20305,Product_20305,Footwear,SmartOne,14846.32,Supplier_55,3.7,30589.53
20306,Product_20306,Travel,CloudNine,5287.17,Supplier_45,3.8,9145.16
20307,Product_20307,Jewelry,ProGear,20821.62,Supplier_48,4.2,36864.3
20308,Product_20308,Pet Supplies,SmartOne,7357.9,Supplier_128,3.6,11579.33
20309,Product_20309,Office Supplies,FreshCart,23986.03,Supplier_98,3.9,36072.44
20310,Product_20310,Health & Wellness,StyleHub,8200.28,Supplier_49,3.6,9578.37
20311,Product_20311,Furniture,Apex,22747.0,Supplier_109,3.3,29436.01
20312,Product_20312,Pet Supplies,StyleHub,21985.95,Supplier_36,4.4,34261.03
20313,Product_20313,Office Supplies,CloudNine,21613.42,Supplier_40,4.9,29587.82
20314,Product_20314,Home Appliances,ProGear,1080.69,Supplier_1,4.6,1259.84
20315,Product_20315,Mobile Accessories,TechPro,21261.76,Supplier_145,4.2,35770.67
20316,Product_20316,Office Supplies,Zen,18060.37,Supplier_36,3.6,28861.14
20317,Product_20317,Grocery,Elite,8424.03,Supplier_113,3.8,13091.06
20318,Product_20318,Beauty,Prime,12303.45,Supplier_18,4.6,23718.05
20319,Product_20319,Grocery,Elite,16033.88,Supplier_6,2.7,27859.09
20320,Product_20320,Travel,Vision,23594.07,Supplier_102,3.8,26459.75
20321,Product_20321,Grocery,FreshCart,19524.1,Supplier_15,4.4,37188.87
20322,Product_20322,Grocery,Zen,10769.67,Supplier_22,3.4,17415.26
20323,Product_20323,Grocery,SmartOne,16170.98,Supplier_50,4.2,26719.61
20324,Product_20324,Mobile Accessories,Zen,4728.18,Supplier_88,4.2,9627.8
20325,Product_20325,Electronics,Nova,10656.17,Supplier_3,3.2,13133.69
20326,Product_20326,Sports,HomeMax,19803.4,Supplier_19,4.0,34406.15
20327,Product_20327,Electronics,CloudNine,15204.08,Supplier_51,3.7,21447.25
20328,Product_20328,Office Supplies,Urban,19602.9,Supplier_106,4.2,22696.49
20329,Product_20329,Sports,Apex,12794.44,Supplier_15,4.4,20093.71
20330,Product_20330,Toys,Elite,9565.57,Supplier_43,4.2,13507.75
20331,Product_20331,Beauty,Elite,18589.26,Supplier_29,4.0,20848.56
20332,Product_20332,Office Supplies,FreshCart,2434.5,Supplier_47,4.2,3962.72
20333,Product_20333,Sports,CloudNine,24467.31,Supplier_39,3.4,35244.11
20334,Product_20334,Electronics,CloudNine,23714.51,Supplier_97,4.0,37164.12
20335,Product_20335,Books,Elite,22021.18,Supplier_11,3.6,24929.81
20336,Product_20336,Furniture,CloudNine,22118.52,Supplier_141,4.6,33926.17
20337,Product_20337,Automotive,ProGear,12825.3,Supplier_37,4.4,20578.41
20338,Product_20338,Automotive,Zen,12498.85,Supplier_149,4.4,19998.18
20339,Product_20339,Books,HomeMax,20520.05,Supplier_110,4.9,38135.16
20340,Product_20340,Grocery,TechPro,7153.09,Supplier_54,3.8,15314.95
20341,Product_20341,Automotive,StyleHub,21262.85,Supplier_46,3.7,24424.6
20342,Product_20342,Jewelry,Vision,5101.92,Supplier_142,3.8,7795.26
20343,Product_20343,Travel,Urban,21989.77,Supplier_150,3.1,44032.73
20344,Product_20344,Gaming,Nova,13573.02,Supplier_92,3.2,23949.15
20345,Product_20345,Mobile Accessories,SmartOne,21095.95,Supplier_8,4.3,44999.97
