customer_id,customer_name,gender,age,city,state,region,customer_segment,signup_date
10029,Customer_10029,Female,40,Kolkata,Chhattisgarh,Central,Corporate,2022-06-12
10030,Customer_10030,Female,52,Mysuru,Gujarat,West,Consumer,2024-09-02
10031,Customer_10031,Female,55,Mysuru,Gujarat,West,Consumer,2025-02-02
10032,Customer_10032,Female,42,Chennai,Karnataka,South,Consumer,2023-03-04
10033,Customer_10033,Female,20,Nagpur,Delhi,North,Consumer,2024-10-20
10034,Customer_10034,Male,59,Kochi,Madhya Pradesh,Central,Consumer,2024-06-29
10035,Customer_10035,Female,40,Coimbatore,Karnataka,Southwest,Consumer,2024-03-13
10036,Customer_10036,Female,50,Bhopal,Delhi,North,Home Office,2022-01-14
10037,Customer_10037,Female,61,Vijayawada,Andhra Pradesh,Southeast,Consumer,2023-05-07
10038,Customer_10038,Male,35,Delhi,Andhra Pradesh,Southeast,Consumer,2023-08-23
10039,Customer_10039,Male,47,Warangal,Bihar,East,Home Office,2025-08-27
10040,Customer_10040,Female,18,Lucknow,Assam,Northeast,Corporate,2025-08-15
10041,Customer_10041,Female,60,Ahmedabad,Tamil Nadu,South,Consumer,2025-10-30
10042,Customer_10042,Male,20,Mumbai,Telangana,Southeast,Consumer,2024-01-11
10043,Customer_10043,Male,43,Mysuru,Assam,Northeast,Consumer,2023-06-08
10044,Customer_10044,Male,34,Delhi,Jharkhand,East,Consumer,2024-03-09
10045,Customer_10045,Female,19,Bhubaneswar,Delhi,North,Consumer,2025-06-20
10046,Customer_10046,Male,40,Kolkata,Goa,Southwest,Corporate,2024-09-21
10047,Customer_10047,Female,62,Bengaluru,Goa,West,Corporate,2024-08-19
10048,Customer_10048,Male,26,Nagpur,Goa,Southwest,Consumer,2023-11-26
10049,Customer_10049,Male,32,Coimbatore,Tripura,Northeast,Consumer,2025-01-19
10050,Customer_10050,Male,27,Pune,Telangana,Southeast,Consumer,2025-10-19
10051,Customer_10051,Female,23,Hyderabad,Odisha,Southeast,Consumer,2024-12-04
10052,Customer_10052,Male,29,Chennai,Telangana,South,Consumer,2023-10-08
10053,Customer_10053,Female,45,Mumbai,West Bengal,East,Corporate,2025-09-05
10054,Customer_10054,Female,55,Mysuru,Gujarat,West,Consumer,2026-02-17
10055,Customer_10055,Male,51,Mumbai,Goa,West,Home Office,2025-06-28
10056,Customer_10056,Female,55,Mumbai,Delhi,North,Consumer,2025-11-04
10057,Customer_10057,Male,52,Bhubaneswar,Madhya Pradesh,Central,Consumer,2023-03-01
10058,Customer_10058,Male,36,Guwahati,Telangana,South,Consumer,2023-11-05
10059,Customer_10059,Male,61,Pune,Manipur,Northeast,Consumer,2023-02-03
10060,Customer_10060,Male,26,Ahmedabad,Tripura,Northeast,Consumer,2023-08-09
10061,Customer_10061,Female,51,Warangal,Karnataka,Southwest,Consumer,2025-03-19
10062,Customer_10062,Female,23,Coimbatore,Tripura,Northeast,Consumer,2024-12-18
10063,Customer_10063,Female,54,Kolkata,Odisha,East,Corporate,2022-01-06
10064,Customer_10064,Female,22,Bhopal,Karnataka,Southwest,Home Office,2025-04-23
10065,Customer_10065,Female,28,Guwahati,Goa,West,Consumer,2022-11-04
10066,Customer_10066,Male,36,Lucknow,Odisha,East,Consumer,2022-10-25
10067,Customer_10067,Male,51,Mysuru,Goa,Southwest,Consumer,2024-05-19
10068,Customer_10068,Male,20,Chennai,Bihar,East,Consumer,2023-01-21
10069,Customer_10069,Female,30,Ahmedabad,Delhi,North,Home Office,2026-03-21
10070,Customer_10070,Other,34,Nagpur,Gujarat,West,Consumer,2022-08-23
10071,Customer_10071,Male,53,Warangal,Telangana,Southeast,Corporate,2022-08-31
10072,Customer_10072,Female,64,Mysuru,Andhra Pradesh,South,Home Office,2025-05-02
10073,Customer_10073,Female,47,Kolkata,Gujarat,West,Corporate,2023-04-04
10074,Customer_10074,Female,42,Guwahati,Tamil Nadu,South,Consumer,2025-02-17
10075,Customer_10075,Female,34,Mysuru,Manipur,Northeast,Consumer,2024-12-26
10076,Customer_10076,Female,57,Kochi,Goa,West,Consumer,2022-10-30
10077,Customer_10077,Female,23,Lucknow,Odisha,East,Consumer,2024-07-16
10078,Customer_10078,Female,24,Warangal,Karnataka,South,Home Office,2024-05-08
10079,Customer_10079,Male,27,Kolkata,Madhya Pradesh,Central,Consumer,2022-06-01
10080,Customer_10080,Female,30,Warangal,Meghalaya,Northeast,Consumer,2025-05-07
10081,Customer_10081,Male,40,Nagpur,Maharashtra,Southwest,Consumer,2025-10-03
10082,Customer_10082,Female,63,Hyderabad,Goa,West,Consumer,2026-02-24
10083,Customer_10083,Male,49,Pune,Tamil Nadu,South,Consumer,2022-05-21
10084,Customer_10084,Male,36,Vijayawada,Andhra Pradesh,Southeast,Corporate,2022-10-13
10085,Customer_10085,Male,28,Kolkata,Assam,Northeast,Corporate,2025-08-13
10086,Customer_10086,Male,49,Kochi,Meghalaya,Northeast,Consumer,2023-05-02
10087,Customer_10087,Male,30,Jaipur,Uttar Pradesh,North,Consumer,2024-09-27
10088,Customer_10088,Male,64,Ahmedabad,Bihar,East,Consumer,2023-07-12
10089,Customer_10089,Male,40,Chennai,Odisha,Southeast,Consumer,2022-12-15
10090,Customer_10090,Male,44,Kolkata,Telangana,Southeast,Corporate,2024-09-26
10091,Customer_10091,Female,61,Ahmedabad,Rajasthan,West,Corporate,2022-11-25
10092,Customer_10092,Female,32,Vijayawada,Andhra Pradesh,Southeast,Home Office,2022-08-07
10093,Customer_10093,Female,40,Lucknow,Telangana,Southeast,Corporate,2024-04-28
10094,Customer_10094,Male,43,Kochi,Rajasthan,West,Consumer,2022-11-06
10095,Customer_10095,Male,31,Kolkata,Maharashtra,Southwest,Corporate,2022-11-04
10096,Customer_10096,Female,20,Visakhapatnam,Bihar,East,Corporate,2025-06-02
10097,Customer_10097,Male,31,Nagpur,Andhra Pradesh,South,Home Office,2024-04-25
10098,Customer_10098,Male,23,Nagpur,Meghalaya,Northeast,Consumer,2024-05-17
10099,Customer_10099,Female,50,Hyderabad,Tripura,Northeast,Corporate,2022-08-18
10100,Customer_10100,Female,18,Lucknow,Kerala,South,Consumer,2022-09-14
10101,Customer_10101,Male,33,Vijayawada,Andhra Pradesh,Southeast,Corporate,2023-09-18
10102,Customer_10102,Female,60,Hyderabad,Kerala,South,Home Office,2023-09-14
10103,Customer_10103,Male,45,Kochi,Andhra Pradesh,Southeast,Home Office,2023-12-24
10104,Customer_10104,Female,50,Hyderabad,Haryana,North,Consumer,2022-08-04
10105,Customer_10105,Male,50,Kolkata,Odisha,Southeast,Consumer,2025-12-08
10106,Customer_10106,Male,32,Ahmedabad,Odisha,Southeast,Corporate,2023-08-04
10107,Customer_10107,Female,48,Bhubaneswar,Telangana,Southeast,Corporate,2025-07-29
10108,Customer_10108,Male,28,Visakhapatnam,Manipur,Northeast,Home Office,2023-10-03
10109,Customer_10109,Female,48,Bhubaneswar,Maharashtra,West,Consumer,2024-01-26
10110,Customer_10110,Male,50,Bhubaneswar,Assam,Northeast,Corporate,2022-06-29
10111,Customer_10111,Female,60,Visakhapatnam,West Bengal,East,Corporate,2024-12-18
10112,Customer_10112,Female,62,Mumbai,Odisha,Southeast,Consumer,2022-04-06
10113,Customer_10113,Male,19,Ahmedabad,Madhya Pradesh,Central,Consumer,2025-04-11
10114,Customer_10114,Female,32,Hyderabad,Rajasthan,West,Corporate,2025-11-11
10115,Customer_10115,Male,44,Guwahati,Madhya Pradesh,Central,Consumer,2023-08-02
10116,Customer_10116,Male,33,Jaipur,Chhattisgarh,Central,Corporate,2025-11-21
10117,Customer_10117,Male,47,Bhopal,Rajasthan,North,Consumer,2025-01-23
10118,Customer_10118,Female,59,Lucknow,Kerala,South,Consumer,2022-01-05
10119,Customer_10119,Female,30,Vijayawada,Tamil Nadu,South,Consumer,2022-11-21
10120,Customer_10120,Female,60,Nagpur,Uttar Pradesh,North,Home Office,2024-10-22
10121,Customer_10121,Female,60,Bhopal,Goa,West,Corporate,2025-01-27
10122,Customer_10122,Female,61,Guwahati,Assam,Northeast,Corporate,2022-05-30
10123,Customer_10123,Male,21,Bengaluru,Assam,Northeast,Corporate,2024-12-31
10124,Customer_10124,Female,32,Vijayawada,Goa,West,Consumer,2025-07-20
10125,Customer_10125,Female,23,Nagpur,Telangana,Southeast,Home Office,2022-05-28
10126,Customer_10126,Male,23,Bhubaneswar,Chhattisgarh,Central,Consumer,2025-11-08
10127,Customer_10127,Female,20,Vijayawada,Delhi,North,Consumer,2024-05-02
10128,Customer_10128,Male,39,Bengaluru,Andhra Pradesh,Southeast,Consumer,2024-09-13
10129,Customer_10129,Male,22,Delhi,Chhattisgarh,Central,Consumer,2022-03-22
10130,Customer_10130,Male,32,Coimbatore,Meghalaya,Northeast,Corporate,2024-09-08
10131,Customer_10131,Male,65,Kochi,Chhattisgarh,Central,Consumer,2023-12-29
10132,Customer_10132,Male,60,Mysuru,Madhya Pradesh,Central,Corporate,2023-08-18
10133,Customer_10133,Female,62,Bengaluru,Haryana,North,Home Office,2025-06-02
10134,Customer_10134,Female,19,Jaipur,Madhya Pradesh,Central,Consumer,2023-02-04
10135,Customer_10135,Female,49,Delhi,Telangana,Southeast,Consumer,2022-04-06
10136,Customer_10136,Male,48,Nagpur,West Bengal,East,Corporate,2024-03-09
10137,Customer_10137,Male,24,Mumbai,Chhattisgarh,Central,Consumer,2025-04-04
10138,Customer_10138,Male,61,Pune,Uttar Pradesh,North,Corporate,2022-08-02
10139,Customer_10139,Female,37,Delhi,Odisha,East,Consumer,2026-04-25
10140,Customer_10140,Male,64,Chennai,Gujarat,West,Consumer,2024-12-11
10141,Customer_10141,Female,23,Kochi,Karnataka,Southwest,Consumer,2026-02-03
10142,Customer_10142,Female,49,Warangal,Andhra Pradesh,South,Consumer,2024-01-23
10143,Customer_10143,Female,24,Coimbatore,West Bengal,East,Consumer,2022-07-17
10144,Customer_10144,Female,63,Mysuru,Goa,West,Consumer,2022-10-12
10145,Customer_10145,Male,47,Visakhapatnam,Karnataka,Southwest,Consumer,2024-03-12
10146,Customer_10146,Female,21,Kolkata,Odisha,Southeast,Home Office,2024-07-30
10147,Customer_10147,Female,28,Jaipur,Delhi,North,Consumer,2025-03-20
10148,Customer_10148,Female,35,Bhubaneswar,Karnataka,South,Consumer,2025-06-26
10149,Customer_10149,Female,18,Warangal,Andhra Pradesh,Southeast,Consumer,2025-05-05
10150,Customer_10150,Female,18,Mumbai,Punjab,North,Consumer,2024-07-31
10151,Customer_10151,Other,62,Ahmedabad,Odisha,Southeast,Consumer,2022-01-29
10152,Customer_10152,Male,65,Lucknow,Odisha,East,Corporate,2024-04-27
10153,Customer_10153,Female,43,Pune,Goa,Southwest,Consumer,2025-08-04
10154,Customer_10154,Female,61,Coimbatore,West Bengal,East,Corporate,2025-09-18
10155,Customer_10155,Male,49,Coimbatore,Maharashtra,West,Consumer,2025-08-28
10156,Customer_10156,Female,19,Mumbai,Manipur,Northeast,Consumer,2022-01-18
10157,Customer_10157,Male,52,Hyderabad,Telangana,South,Consumer,2023-11-28
10158,Customer_10158,Female,18,Lucknow,Madhya Pradesh,Central,Corporate,2024-09-13
10159,Customer_10159,Male,57,Kochi,Madhya Pradesh,Central,Home Office,2023-02-01
10160,Customer_10160,Male,35,Lucknow,Telangana,Southeast,Consumer,2023-10-18
10161,Customer_10161,Female,24,Jaipur,Karnataka,Southwest,Home Office,2022-06-05
10162,Customer_10162,Male,30,Warangal,Meghalaya,Northeast,Consumer,2022-11-06
10163,Customer_10163,Male,50,Nagpur,Goa,West,Consumer,2022-01-10
10164,Customer_10164,Male,58,Pune,Rajasthan,West,Corporate,2026-04-17
10165,Customer_10165,Male,45,Ahmedabad,Gujarat,West,Consumer,2025-10-07
10166,Customer_10166,Female,25,Chennai,Telangana,Southeast,Consumer,2023-10-09
10167,Customer_10167,Female,61,Bengaluru,Odisha,East,Consumer,2022-01-07
10168,Customer_10168,Male,55,Nagpur,Karnataka,South,Corporate,2023-06-21
10169,Customer_10169,Female,37,Chennai,Jharkhand,East,Consumer,2023-11-26
10170,Customer_10170,Male,44,Ahmedabad,Haryana,North,Home Office,2022-09-28
10171,Customer_10171,Female,64,Warangal,Rajasthan,North,Consumer,2024-11-24
10172,Customer_10172,Male,36,Bhubaneswar,Uttar Pradesh,North,Home Office,2026-05-16
10173,Customer_10173,Male,19,Warangal,Andhra Pradesh,Southeast,Consumer,2025-09-12
10174,Customer_10174,Male,24,Ahmedabad,Assam,Northeast,Consumer,2025-10-01
10175,Customer_10175,Female,46,Guwahati,Meghalaya,Northeast,Consumer,2025-08-22
10176,Customer_10176,Female,65,Bhubaneswar,Gujarat,West,Consumer,2022-04-22
10177,Customer_10177,Male,53,Lucknow,Assam,Northeast,Consumer,2024-06-01
10178,Customer_10178,Female,47,Mumbai,Karnataka,South,Corporate,2024-06-24
10179,Customer_10179,Female,33,Mumbai,Maharashtra,Southwest,Consumer,2022-06-11
10180,Customer_10180,Male,39,Vijayawada,Madhya Pradesh,Central,Consumer,2022-08-24
10181,Customer_10181,Female,19,Ahmedabad,Goa,Southwest,Home Office,2024-06-23
10182,Customer_10182,Female,35,Ahmedabad,Andhra Pradesh,South,Consumer,2025-02-19
10183,Customer_10183,Male,47,Bhopal,Maharashtra,West,Consumer,2022-12-01
10184,Customer_10184,Female,61,Chennai,Assam,Northeast,Consumer,2024-02-14
10185,Customer_10185,Male,62,Mumbai,Maharashtra,West,Consumer,2022-05-01
10186,Customer_10186,Female,57,Chennai,Gujarat,West,Consumer,2022-06-26
10187,Customer_10187,Male,19,Warangal,Telangana,South,Corporate,2024-07-17
10188,Customer_10188,Female,56,Kochi,Maharashtra,West,Consumer,2024-06-10
10189,Customer_10189,Male,28,Chennai,Karnataka,South,Consumer,2025-04-15
10190,Customer_10190,Female,47,Guwahati,West Bengal,East,Corporate,2025-12-28
10191,Customer_10191,Female,63,Kolkata,Meghalaya,Northeast,Consumer,2022-10-31
10192,Customer_10192,Male,60,Ahmedabad,Tripura,Northeast,Consumer,2023-06-30
10193,Customer_10193,Female,49,Bhopal,Chhattisgarh,Central,Home Office,2025-10-01
10194,Customer_10194,Other,32,Hyderabad,Odisha,East,Consumer,2022-03-23
10195,Customer_10195,Female,43,Guwahati,Goa,Southwest,Consumer,2025-08-18
10196,Customer_10196,Male,51,Nagpur,Punjab,North,Corporate,2026-02-21
10197,Customer_10197,Female,42,Nagpur,Jharkhand,East,Corporate,2022-06-09
10198,Customer_10198,Male,37,Chennai,Punjab,North,Corporate,2022-08-15
10199,Customer_10199,Male,37,Jaipur,Jharkhand,East,Corporate,2024-12-30
10200,Customer_10200,Female,46,Pune,Karnataka,Southwest,Consumer,2024-01-31
10201,Customer_10201,Female,19,Vijayawada,Odisha,East,Consumer,2026-04-30
10202,Customer_10202,Female,65,Nagpur,Maharashtra,Southwest,Corporate,2024-05-21
10203,Customer_10203,Male,22,Bhopal,Maharashtra,West,Corporate,2024-11-14
10204,Customer_10204,Female,65,Bhopal,Manipur,Northeast,Corporate,2023-01-15
10205,Customer_10205,Female,19,Visakhapatnam,Goa,West,Consumer,2023-06-04
10206,Customer_10206,Male,42,Mysuru,Jharkhand,East,Corporate,2022-10-11
10207,Customer_10207,Female,38,Mysuru,Andhra Pradesh,Southeast,Consumer,2022-08-23
10208,Customer_10208,Male,45,Bhubaneswar,Karnataka,Southwest,Consumer,2022-07-01
10209,Customer_10209,Male,38,Bhubaneswar,West Bengal,East,Consumer,2025-11-29
10210,Customer_10210,Female,61,Ahmedabad,Telangana,Southeast,Consumer,2022-04-22
10211,Customer_10211,Other,18,Bengaluru,West Bengal,East,Corporate,2024-04-06
10212,Customer_10212,Male,65,Delhi,Assam,Northeast,Consumer,2024-03-24
10213,Customer_10213,Male,51,Bhopal,Andhra Pradesh,Southeast,Corporate,2022-03-31
10214,Customer_10214,Male,55,Kolkata,Goa,West,Consumer,2025-09-09
10215,Customer_10215,Female,24,Mumbai,Assam,Northeast,Consumer,2024-03-12
10216,Customer_10216,Male,21,Mysuru,Odisha,East,Consumer,2022-07-22
10217,Customer_10217,Female,37,Vijayawada,Punjab,North,Consumer,2022-07-25
10218,Customer_10218,Other,33,Guwahati,Punjab,North,Corporate,2025-01-25
10219,Customer_10219,Male,55,Delhi,Rajasthan,West,Consumer,2024-09-18
10220,Customer_10220,Female,61,Jaipur,Maharashtra,Southwest,Consumer,2023-10-23
10221,Customer_10221,Female,38,Kolkata,Tamil Nadu,South,Consumer,2023-10-11
10222,Customer_10222,Female,54,Jaipur,Gujarat,West,Consumer,2022-02-26
10223,Customer_10223,Male,20,Visakhapatnam,Tripura,Northeast,Consumer,2022-02-20
10224,Customer_10224,Male,53,Delhi,Tamil Nadu,South,Home Office,2024-05-07
10225,Customer_10225,Male,22,Bhubaneswar,Meghalaya,Northeast,Consumer,2023-08-05
10226,Customer_10226,Female,50,Kolkata,West Bengal,East,Consumer,2023-02-08
10227,Customer_10227,Female,36,Visakhapatnam,Andhra Pradesh,Southeast,Home Office,2023-08-30
10228,Customer_10228,Male,37,Guwahati,Madhya Pradesh,Central,Corporate,2024-08-26
10229,Customer_10229,Male,31,Visakhapatnam,Madhya Pradesh,Central,Consumer,2023-04-15
10230,Customer_10230,Female,37,Hyderabad,Kerala,South,Corporate,2023-07-13
10231,Customer_10231,Male,59,Hyderabad,Maharashtra,West,Home Office,2023-03-29
10232,Customer_10232,Male,56,Visakhapatnam,Odisha,Southeast,Consumer,2024-12-02
10233,Customer_10233,Female,34,Kochi,Punjab,North,Consumer,2022-03-29
10234,Customer_10234,Male,32,Mysuru,Odisha,Southeast,Home Office,2026-01-09
10235,Customer_10235,Male,42,Chennai,Rajasthan,West,Corporate,2024-06-06
10236,Customer_10236,Male,50,Warangal,Manipur,Northeast,Home Office,2023-01-27
10237,Customer_10237,Male,26,Delhi,Manipur,Northeast,Consumer,2025-04-30
10238,Customer_10238,Female,52,Vijayawada,Gujarat,West,Home Office,2026-02-12
10239,Customer_10239,Female,63,Visakhapatnam,Jharkhand,East,Consumer,2022-04-04
10240,Customer_10240,Female,58,Kolkata,Assam,Northeast,Corporate,2022-11-23
10241,Customer_10241,Male,44,Hyderabad,Andhra Pradesh,South,Home Office,2022-08-19
10242,Customer_10242,Female,33,Bengaluru,Chhattisgarh,Central,Consumer,2022-04-24
10243,Customer_10243,Male,33,Warangal,Delhi,North,Consumer,2025-03-27
10244,Customer_10244,Female,53,Pune,Manipur,Northeast,Consumer,2022-11-05
10245,Customer_10245,Male,39,Kolkata,Tripura,Northeast,Corporate,2023-09-06
10246,Customer_10246,Female,23,Bengaluru,Rajasthan,North,Consumer,2025-07-27
10247,Customer_10247,Male,50,Hyderabad,Andhra Pradesh,Southeast,Home Office,2024-09-05
10248,Customer_10248,Male,24,Chennai,Rajasthan,West,Consumer,2024-12-20
10249,Customer_10249,Male,65,Jaipur,Telangana,Southeast,Consumer,2022-06-06
10250,Customer_10250,Male,38,Mumbai,Uttar Pradesh,North,Consumer,2026-04-03
10251,Customer_10251,Male,34,Pune,Tamil Nadu,South,Home Office,2022-05-13
10252,Customer_10252,Female,20,Kolkata,Gujarat,West,Consumer,2025-02-09
10253,Customer_10253,Female,26,Delhi,Andhra Pradesh,South,Consumer,2024-10-20
10254,Customer_10254,Male,63,Hyderabad,Bihar,East,Consumer,2023-10-23
10255,Customer_10255,Female,43,Chennai,Meghalaya,Northeast,Home Office,2025-09-03
10256,Customer_10256,Female,61,Nagpur,Telangana,South,Corporate,2025-11-28
10257,Customer_10257,Female,63,Ahmedabad,Assam,Northeast,Consumer,2022-04-23
10258,Customer_10258,Female,20,Chennai,Haryana,North,Consumer,2026-03-14
10259,Customer_10259,Female,36,Delhi,Telangana,South,Consumer,2023-01-21
10260,Customer_10260,Female,58,Jaipur,Madhya Pradesh,Central,Consumer,2025-06-20
10261,Customer_10261,Female,41,Mysuru,Telangana,Southeast,Corporate,2025-08-06
10262,Customer_10262,Female,42,Guwahati,Tamil Nadu,South,Consumer,2024-06-09
10263,Customer_10263,Male,45,Bhopal,Odisha,East,Consumer,2025-10-13
10264,Customer_10264,Male,51,Chennai,Maharashtra,Southwest,Corporate,2025-08-14
10265,Customer_10265,Male,63,Vijayawada,Goa,Southwest,Consumer,2024-04-16
10266,Customer_10266,Female,60,Vijayawada,Madhya Pradesh,Central,Consumer,2022-10-14
10267,Customer_10267,Male,48,Kochi,Gujarat,West,Consumer,2023-11-27
10268,Customer_10268,Female,45,Bhubaneswar,West Bengal,East,Consumer,2025-12-11
10269,Customer_10269,Female,35,Kolkata,Madhya Pradesh,Central,Consumer,2022-11-21
10270,Customer_10270,Other,23,Coimbatore,Madhya Pradesh,Central,Consumer,2026-05-19
10271,Customer_10271,Male,52,Delhi,Jharkhand,East,Consumer,2022-10-18
10272,Customer_10272,Female,18,Pune,Delhi,North,Consumer,2024-11-30
10273,Customer_10273,Female,51,Kolkata,Kerala,South,Corporate,2024-10-22
10274,Customer_10274,Male,41,Lucknow,Maharashtra,Southwest,Consumer,2022-11-10
10275,Customer_10275,Female,55,Visakhapatnam,Maharashtra,West,Consumer,2024-01-26
10276,Customer_10276,Male,63,Ahmedabad,Maharashtra,West,Consumer,2022-08-20
10277,Customer_10277,Female,44,Ahmedabad,Rajasthan,West,Consumer,2023-08-07
10278,Customer_10278,Female,45,Jaipur,Telangana,Southeast,Consumer,2026-03-16
10279,Customer_10279,Male,41,Nagpur,Uttar Pradesh,North,Consumer,2022-03-28
10280,Customer_10280,Male,35,Hyderabad,Uttar Pradesh,North,Corporate,2025-10-26
10281,Customer_10281,Male,22,Guwahati,Bihar,East,Consumer,2024-12-20
10282,Customer_10282,Male,19,Hyderabad,Goa,West,Corporate,2025-04-12
10283,Customer_10283,Female,52,Jaipur,Meghalaya,Northeast,Consumer,2023-03-28
10284,Customer_10284,Male,61,Bhubaneswar,Goa,West,Consumer,2026-02-27
10285,Customer_10285,Male,20,Ahmedabad,Gujarat,West,Consumer,2023-02-10
10286,Customer_10286,Female,33,Kolkata,Karnataka,Southwest,Consumer,2024-03-16
10287,Customer_10287,Female,47,Guwahati,Tamil Nadu,South,Corporate,2022-02-28
10288,Customer_10288,Female,51,Chennai,Madhya Pradesh,Central,Corporate,2025-11-21
10289,Customer_10289,Female,53,Ahmedabad,Chhattisgarh,Central,Corporate,2025-02-01
10290,Customer_10290,Male,51,Warangal,Rajasthan,West,Consumer,2022-09-18
10291,Customer_10291,Female,22,Pune,Andhra Pradesh,Southeast,Corporate,2024-11-25
10292,Customer_10292,Male,30,Mysuru,West Bengal,East,Consumer,2022-10-20
10293,Customer_10293,Female,40,Bhopal,Maharashtra,Southwest,Consumer,2023-12-13
10294,Customer_10294,Other,21,Hyderabad,Jharkhand,East,Consumer,2024-03-30
10295,Customer_10295,Female,34,Bengaluru,Madhya Pradesh,Central,Consumer,2026-01-30
10296,Customer_10296,Female,36,Bengaluru,Madhya Pradesh,Central,Corporate,2023-06-17
10297,Customer_10297,Female,64,Visakhapatnam,Telangana,Southeast,Home Office,2022-01-21
10298,Customer_10298,Male,33,Visakhapatnam,Gujarat,West,Consumer,2023-11-24
10299,Customer_10299,Female,64,Lucknow,Bihar,East,Consumer,2026-01-22
10300,Customer_10300,Female,51,Ahmedabad,Punjab,North,Corporate,2025-07-01
10301,Customer_10301,Other,51,Hyderabad,Bihar,East,Home Office,2022-04-05
10302,Customer_10302,Male,57,Vijayawada,Odisha,Southeast,Corporate,2022-03-27
10303,Customer_10303,Male,58,Bhopal,Punjab,North,Consumer,2025-04-25
10304,Customer_10304,Female,28,Guwahati,Karnataka,Southwest,Consumer,2025-02-27
10305,Customer_10305,Male,38,Delhi,Chhattisgarh,Central,Corporate,2024-06-10
10306,Customer_10306,Male,43,Hyderabad,Andhra Pradesh,South,Consumer,2022-05-22
10307,Customer_10307,Male,64,Mumbai,Jharkhand,East,Home Office,2023-03-25
10308,Customer_10308,Female,19,Kolkata,Chhattisgarh,Central,Home Office,2025-09-18
10309,Customer_10309,Male,40,Visakhapatnam,West Bengal,East,Home Office,2022-08-12
10310,Customer_10310,Male,28,Jaipur,Uttar Pradesh,North,Consumer,2022-11-20
10311,Customer_10311,Male,27,Bengaluru,Tripura,Northeast,Corporate,2023-12-25
10312,Customer_10312,Female,54,Kolkata,Assam,Northeast,Corporate,2025-03-21
10313,Customer_10313,Female,27,Delhi,Punjab,North,Consumer,2025-08-18
10314,Customer_10314,Male,56,Vijayawada,Bihar,East,Consumer,2024-08-05
10315,Customer_10315,Male,65,Bengaluru,Telangana,South,Consumer,2024-02-27
10316,Customer_10316,Female,55,Bhopal,Assam,Northeast,Consumer,2023-09-09
10317,Customer_10317,Male,26,Visakhapatnam,Meghalaya,Northeast,Home Office,2022-03-11
10318,Customer_10318,Female,24,Kolkata,Tripura,Northeast,Corporate,2023-03-05
10319,Customer_10319,Male,38,Mysuru,Karnataka,Southwest,Consumer,2022-12-10
10320,Customer_10320,Female,44,Lucknow,Telangana,Southeast,Consumer,2022-04-02
10321,Customer_10321,Male,55,Chennai,Odisha,East,Consumer,2025-04-07
10322,Customer_10322,Female,38,Chennai,Haryana,North,Consumer,2023-07-20
10323,Customer_10323,Male,26,Hyderabad,Madhya Pradesh,Central,Consumer,2024-03-26
10324,Customer_10324,Female,65,Coimbatore,Goa,Southwest,Corporate,2022-11-17
